education_level,skill_1,skill_2,skill_3,skill_4,experience,logical_quotient_rating,coding_skills_rating,self-learning_capability?,interested_technology,interested_career_area,type_of_company,management_or_technical,suggested_job_role
Diploma,Cloud Computing,Cybersecurity,Node.js,SQL,1,3,1,yes,Computer Architecture,Business process analyst,BPA,Management,Software Engineer
Master,Networks,Data Analysis,Cybersecurity,React,4,5,5,yes,hacking,cloud computing,Product based,Technical,Software Engineer
Bachelor,Cybersecurity,CSS,Python,Cloud Computing,10+,4,7,yes,parallel computing,developer,Sales and Marketing,Management,Software Engineer
Master,Java,C++,HTML,JavaScript,4,6,5,yes,programming,cloud computing,BPA,Technical,Software Engineer
Bachelor,SQL,Cybersecurity,Machine Learning,C++,10,5,9,yes,cloud computing,Business process analyst,Testing and Maintainance Services,Management,Software Engineer
Master,HTML,C++,CSS,Data Analysis,0,4,8,yes,data engineering,security,Testing and Maintainance Services,Management,Software Engineer
Bachelor,CSS,HTML,React,Networks,4,9,8,no,Computer Architecture,developer,Product based,Technical,Software Engineer
Diploma,Python,Java,CSS,Networks,4,3,7,no,Software Engineering,developer,Service Based,Technical,Software Engineer
Bachelor,CSS,React,Cloud Computing,Cybersecurity,9,8,6,no,parallel computing,cloud computing,Finance,Technical,Software Engineer
PhD,Java,Cybersecurity,SQL,React,4,9,1,no,Computer Architecture,Business process analyst,Testing and Maintainance Services,Technical,Software Engineer
Diploma,Networks,CSS,Data Analysis,C++,0,7,1,no,parallel computing,cloud computing,Product based,Management,Software Engineer
Bachelor,Machine Learning,JavaScript,Networks,Python,4,7,3,no,Management,security,product development,Technical,Software Engineer
PhD,Java,SQL,CSS,Data Analysis,7,4,1,yes,networks,cloud computing,Finance,Technical,Software Engineer
Master,Python,Machine Learning,Cybersecurity,React,7,3,1,no,parallel computing,developer,Testing and Maintainance Services,Management,Software Quality Assurance (QA) / Testing
Master,Python,C++,HTML,JavaScript,8,6,4,no,programming,testing,SAaS services,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Node.js,React,Python,C++,3,9,1,yes,cloud computing,developer,SAaS services,Technical,Software Quality Assurance (QA) / Testing
Diploma,Machine Learning,Node.js,React,Cloud Computing,9,3,5,no,data engineering,Business process analyst,Sales and Marketing,Technical,Software Quality Assurance (QA) / Testing
PhD,Machine Learning,Cybersecurity,Data Analysis,CSS,9,8,5,no,hacking,testing,Product based,Technical,Software Quality Assurance (QA) / Testing
Bachelor,SQL,Networks,HTML,Python,0,8,5,yes,Software Engineering,security,Testing and Maintainance Services,Management,Software Quality Assurance (QA) / Testing
PhD,React,SQL,Java,Python,6,2,6,yes,Management,testing,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
Master,HTML,C++,Python,JavaScript,1,1,1,no,programming,Business process analyst,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
Master,Data Analysis,HTML,CSS,C++,5,2,4,no,data engineering,system developer,product development,Management,Software Quality Assurance (QA) / Testing
Master,HTML,C++,Java,JavaScript,9,8,3,yes,programming,testing,Sales and Marketing,Technical,Software Quality Assurance (QA) / Testing
PhD,CSS,Machine Learning,C++,HTML,1,6,3,yes,data engineering,testing,Product based,Technical,Software Quality Assurance (QA) / Testing
PhD,CSS,JavaScript,Machine Learning,Python,7,8,4,yes,data engineering,system developer,Finance,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Data Analysis,Python,Machine Learning,Networks,9,7,4,yes,IOT,Business process analyst,Finance,Technical,Software Quality Assurance (QA) / Testing
Diploma,Node.js,SQL,Cybersecurity,HTML,3,3,6,yes,cloud computing,testing,Sales and Marketing,Technical,Software Quality Assurance (QA) / Testing
Master,Data Analysis,HTML,Machine Learning,Cloud Computing,2,2,3,no,Computer Architecture,security,Sales and Marketing,Technical,Software Quality Assurance (QA) / Testing
Master,SQL,React,Python,Node.js,2,1,3,yes,Computer Architecture,testing,product development,Technical,Software Quality Assurance (QA) / Testing
Master,HTML,C++,CSS,Python,6,5,6,yes,programming,system developer,SAaS services,Management,Software Quality Assurance (QA) / Testing
Diploma,C++,Java,Data Analysis,SQL,5,6,4,no,Management,system developer,Sales and Marketing,Management,Software Quality Assurance (QA) / Testing
Diploma,SQL,React,Cloud Computing,Java,0,6,4,yes,Management,Business process analyst,product development,Technical,Software Quality Assurance (QA) / Testing
Master,JavaScript,Python,C++,CSS,9,5,5,yes,programming,security,product development,Technical,Software Quality Assurance (QA) / Testing
Master,Java,Networks,HTML,Machine Learning,5,7,8,no,Management,security,Service Based,Management,Software Quality Assurance (QA) / Testing
Bachelor,Cybersecurity,React,Java,CSS,8,2,5,yes,IOT,testing,Web Services,Management,Software Quality Assurance (QA) / Testing
Master,Python,SQL,CSS,Node.js,4,5,3,no,parallel computing,system developer,Sales and Marketing,Technical,Software Quality Assurance (QA) / Testing
PhD,Networks,CSS,Python,C++,10+,5,1,no,networks,cloud computing,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
Bachelor,HTML,Java,C++,JavaScript,4,8,1,yes,programming,Business process analyst,BPA,Management,Software Quality Assurance (QA) / Testing
Master,Machine Learning,Cloud Computing,CSS,Data Analysis,0,2,3,yes,data engineering,system developer,Sales and Marketing,Management,Software Quality Assurance (QA) / Testing
Diploma,Node.js,Python,C++,Networks,8,6,9,yes,Management,system developer,Web Services,Technical,Software Quality Assurance (QA) / Testing
Diploma,JavaScript,React,Java,CSS,6,6,5,yes,Software Engineering,Business process analyst,Service Based,Technical,Software Quality Assurance (QA) / Testing
Diploma,Cloud Computing,CSS,JavaScript,Cybersecurity,1,7,7,yes,Computer Architecture,developer,Finance,Technical,Software Quality Assurance (QA) / Testing
Diploma,Machine Learning,Python,JavaScript,CSS,0,4,9,no,Software Engineering,Business process analyst,product development,Management,Software Quality Assurance (QA) / Testing
Diploma,Java,CSS,Cloud Computing,SQL,9,3,1,yes,data engineering,security,Web Services,Technical,Software Quality Assurance (QA) / Testing
Master,Java,CSS,HTML,Python,10+,1,8,yes,programming,cloud computing,Finance,Management,Software Quality Assurance (QA) / Testing
Master,C++,Python,Java,HTML,2,7,5,no,programming,developer,BPA,Technical,Software Quality Assurance (QA) / Testing
Master,HTML,Java,JavaScript,Data Analysis,2,2,7,no,IOT,security,Testing and Maintainance Services,Technical,Software Quality Assurance (QA) / Testing
Bachelor,React,JavaScript,Cybersecurity,SQL,3,9,9,yes,networks,testing,Service Based,Technical,Software Quality Assurance (QA) / Testing
Master,CSS,HTML,Data Analysis,C++,5,1,6,no,networks,cloud computing,Testing and Maintainance Services,Management,Software Quality Assurance (QA) / Testing
PhD,C++,Machine Learning,SQL,CSS,10,5,5,yes,Computer Architecture,system developer,Finance,Management,Software Quality Assurance (QA) / Testing
Bachelor,Cloud Computing,Cybersecurity,Machine Learning,C++,10,1,8,yes,Software Engineering,security,Testing and Maintainance Services,Management,Software Quality Assurance (QA) / Testing
PhD,Cybersecurity,Cloud Computing,SQL,React,3,9,7,no,networks,testing,BPA,Management,Software Quality Assurance (QA) / Testing
PhD,JavaScript,HTML,SQL,React,6,2,4,no,data engineering,cloud computing,Service Based,Technical,Software Quality Assurance (QA) / Testing
PhD,Data Analysis,JavaScript,Networks,Machine Learning,1,2,8,yes,hacking,Business process analyst,Web Services,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Java,Cloud Computing,CSS,Node.js,5,2,1,yes,data engineering,Business process analyst,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
Master,Cybersecurity,SQL,Machine Learning,Data Analysis,9,5,8,yes,cloud computing,testing,Product based,Management,Software Quality Assurance (QA) / Testing
PhD,Java,JavaScript,React,Node.js,9,7,6,no,IOT,cloud computing,Web Services,Management,Software Quality Assurance (QA) / Testing
Master,Machine Learning,Java,Data Analysis,Networks,2,2,7,no,Management,testing,BPA,Technical,Software Quality Assurance (QA) / Testing
PhD,Cloud Computing,Networks,Data Analysis,HTML,1,3,3,yes,cloud computing,testing,product development,Management,Software Quality Assurance (QA) / Testing
Bachelor,Node.js,Java,Data Analysis,HTML,4,6,8,no,networks,developer,product development,Management,Software Quality Assurance (QA) / Testing
Bachelor,Machine Learning,React,JavaScript,Java,8,4,5,yes,data engineering,Business process analyst,BPA,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Machine Learning,Data Analysis,Python,Java,3,4,3,no,data engineering,testing,BPA,Management,Software Quality Assurance (QA) / Testing
PhD,JavaScript,Data Analysis,SQL,HTML,6,4,9,no,IOT,system developer,Web Services,Management,Software Quality Assurance (QA) / Testing
Diploma,HTML,SQL,Networks,Node.js,5,5,8,yes,IOT,Business process analyst,Service Based,Technical,Software Quality Assurance (QA) / Testing
Master,CSS,Cybersecurity,Cloud Computing,SQL,5,5,4,no,networks,system developer,Web Services,Management,Software Quality Assurance (QA) / Testing
Bachelor,JavaScript,SQL,Machine Learning,Data Analysis,10,5,5,no,Management,security,SAaS services,Technical,Software Quality Assurance (QA) / Testing
Diploma,HTML,Networks,Machine Learning,Data Analysis,9,8,2,no,networks,testing,product development,Management,Software Quality Assurance (QA) / Testing
Master,Java,Python,CSS,C++,3,7,8,yes,programming,developer,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
Master,Python,Data Analysis,Cloud Computing,C++,2,5,6,no,Computer Architecture,developer,Web Services,Technical,Software Quality Assurance (QA) / Testing
Master,Cybersecurity,React,SQL,Python,7,3,7,yes,cloud computing,security,SAaS services,Technical,Software Quality Assurance (QA) / Testing
PhD,Node.js,Cloud Computing,Networks,SQL,0,1,4,yes,Software Engineering,system developer,Finance,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Python,HTML,JavaScript,C++,6,4,3,yes,programming,cloud computing,Service Based,Management,Software Quality Assurance (QA) / Testing
PhD,Python,Data Analysis,HTML,Node.js,0,1,3,no,parallel computing,testing,BPA,Management,Software Quality Assurance (QA) / Testing
Diploma,Python,React,C++,HTML,5,5,7,yes,cloud computing,testing,product development,Management,Software Quality Assurance (QA) / Testing
Master,CSS,Python,Java,C++,9,3,2,no,programming,developer,Service Based,Technical,Software Quality Assurance (QA) / Testing
Bachelor,JavaScript,CSS,Java,C++,9,9,8,no,programming,developer,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
Master,Data Analysis,CSS,C++,React,10,9,5,yes,cloud computing,testing,product development,Management,Software Quality Assurance (QA) / Testing
Bachelor,React,Node.js,HTML,SQL,2,6,1,yes,Software Engineering,system developer,Finance,Management,Software Quality Assurance (QA) / Testing
PhD,JavaScript,Networks,HTML,React,0,7,4,no,IOT,testing,Service Based,Technical,Software Quality Assurance (QA) / Testing
Diploma,CSS,Cybersecurity,React,JavaScript,5,3,9,yes,IOT,security,Finance,Technical,Software Quality Assurance (QA) / Testing
Bachelor,React,SQL,Machine Learning,HTML,2,1,1,yes,IOT,security,BPA,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Data Analysis,Cybersecurity,C++,Machine Learning,8,4,9,yes,Software Engineering,cloud computing,Cloud Services,Management,Software Quality Assurance (QA) / Testing
PhD,Node.js,C++,Cloud Computing,Java,5,9,3,yes,IOT,system developer,Testing and Maintainance Services,Management,Software Quality Assurance (QA) / Testing
PhD,Cloud Computing,Java,CSS,HTML,0,4,8,no,data engineering,cloud computing,SAaS services,Management,Software Quality Assurance (QA) / Testing
PhD,SQL,C++,JavaScript,Data Analysis,6,9,3,yes,Computer Architecture,developer,Testing and Maintainance Services,Management,Software Quality Assurance (QA) / Testing
Master,Machine Learning,JavaScript,HTML,React,2,3,5,yes,data engineering,testing,Cloud Services,Management,Software Quality Assurance (QA) / Testing
Master,JavaScript,Networks,React,SQL,4,4,5,yes,parallel computing,testing,SAaS services,Technical,Software Quality Assurance (QA) / Testing
PhD,Node.js,Cybersecurity,Cloud Computing,JavaScript,0,2,2,yes,parallel computing,cloud computing,BPA,Technical,Software Quality Assurance (QA) / Testing
PhD,CSS,Machine Learning,JavaScript,SQL,10+,8,2,yes,hacking,system developer,SAaS services,Technical,Software Quality Assurance (QA) / Testing
Bachelor,JavaScript,Java,Node.js,Cloud Computing,1,8,6,no,Software Engineering,developer,Finance,Management,Software Quality Assurance (QA) / Testing
Master,Machine Learning,Cybersecurity,Java,Python,1,5,3,no,parallel computing,Business process analyst,Web Services,Management,Software Quality Assurance (QA) / Testing
Bachelor,Data Analysis,SQL,Machine Learning,C++,5,5,5,yes,hacking,cloud computing,Testing and Maintainance Services,Management,Software Quality Assurance (QA) / Testing
Master,SQL,Cybersecurity,Machine Learning,Networks,10+,8,5,yes,Management,cloud computing,Service Based,Management,Software Quality Assurance (QA) / Testing
Bachelor,Node.js,Machine Learning,JavaScript,SQL,10,8,2,no,parallel computing,Business process analyst,Service Based,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Machine Learning,SQL,HTML,React,4,5,9,no,hacking,Business process analyst,Cloud Services,Management,Software Quality Assurance (QA) / Testing
Bachelor,Python,JavaScript,Data Analysis,Machine Learning,3,8,4,yes,hacking,developer,product development,Management,Software Quality Assurance (QA) / Testing
Bachelor,CSS,Networks,Python,Java,4,4,2,yes,IOT,testing,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
Bachelor,CSS,Data Analysis,Python,Cloud Computing,3,3,3,no,cloud computing,testing,SAaS services,Technical,Software Quality Assurance (QA) / Testing
Bachelor,CSS,Python,JavaScript,Java,4,9,3,no,programming,testing,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
Master,Java,JavaScript,Python,SQL,9,5,5,no,cloud computing,cloud computing,Web Services,Technical,Software Quality Assurance (QA) / Testing
Master,JavaScript,HTML,CSS,C++,7,8,6,no,programming,testing,BPA,Management,Software Quality Assurance (QA) / Testing
Bachelor,Node.js,Cybersecurity,Networks,Python,1,5,4,no,Computer Architecture,developer,Cloud Services,Management,Software Quality Assurance (QA) / Testing
Master,Machine Learning,Networks,Cybersecurity,Java,8,7,7,no,data engineering,Business process analyst,BPA,Management,Software Quality Assurance (QA) / Testing
PhD,Java,C++,Cybersecurity,JavaScript,10,5,3,yes,IOT,cloud computing,Finance,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Cybersecurity,SQL,Cloud Computing,React,8,6,8,yes,hacking,Business process analyst,Product based,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Networks,Java,Python,JavaScript,3,8,4,no,IOT,Business process analyst,Product based,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Data Analysis,CSS,HTML,Python,1,7,6,no,Software Engineering,security,product development,Management,Software Quality Assurance (QA) / Testing
Diploma,Cybersecurity,Java,JavaScript,Cloud Computing,7,1,2,no,cloud computing,security,Product based,Technical,Software Quality Assurance (QA) / Testing
Diploma,JavaScript,React,Cloud Computing,HTML,8,6,7,no,Computer Architecture,developer,Finance,Management,Software Quality Assurance (QA) / Testing
Diploma,CSS,JavaScript,Networks,C++,2,8,3,yes,cloud computing,Business process analyst,Product based,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Data Analysis,Cloud Computing,C++,Networks,7,8,9,yes,cloud computing,cloud computing,Testing and Maintainance Services,Management,Software Quality Assurance (QA) / Testing
Master,C++,SQL,Node.js,Cybersecurity,4,7,5,yes,IOT,cloud computing,SAaS services,Management,Software Quality Assurance (QA) / Testing
PhD,React,Java,Data Analysis,Cloud Computing,4,8,3,yes,Computer Architecture,cloud computing,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
Diploma,Machine Learning,Cybersecurity,C++,HTML,5,4,2,yes,Management,developer,Finance,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Machine Learning,HTML,Python,Data Analysis,4,3,7,yes,hacking,security,Web Services,Technical,Software Quality Assurance (QA) / Testing
Diploma,Cloud Computing,SQL,Python,Node.js,3,8,5,no,data engineering,security,Product based,Technical,Software Quality Assurance (QA) / Testing
Master,Cloud Computing,C++,Data Analysis,CSS,1,6,3,yes,Software Engineering,security,BPA,Management,Software Quality Assurance (QA) / Testing
Diploma,CSS,Machine Learning,Cybersecurity,Cloud Computing,7,5,4,yes,Software Engineering,Business process analyst,Web Services,Technical,Software Quality Assurance (QA) / Testing
Master,C++,Java,Cybersecurity,Node.js,8,6,6,no,hacking,testing,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
Bachelor,CSS,Machine Learning,HTML,Cloud Computing,6,3,3,yes,IOT,developer,BPA,Technical,Software Quality Assurance (QA) / Testing
Master,React,Node.js,Machine Learning,HTML,8,7,6,yes,Management,Business process analyst,product development,Technical,Software Quality Assurance (QA) / Testing
Master,Cybersecurity,HTML,Machine Learning,JavaScript,9,7,3,no,parallel computing,developer,SAaS services,Management,Software Quality Assurance (QA) / Testing
Master,CSS,HTML,JavaScript,Java,7,9,8,yes,programming,Business process analyst,Product based,Management,Software Quality Assurance (QA) / Testing
Bachelor,HTML,JavaScript,SQL,Cloud Computing,10,6,5,yes,hacking,security,Sales and Marketing,Management,Software Quality Assurance (QA) / Testing
Master,C++,SQL,Java,Python,0,9,3,no,Software Engineering,Business process analyst,Cloud Services,Management,Software Quality Assurance (QA) / Testing
Master,Machine Learning,JavaScript,Python,Cloud Computing,10,3,8,no,Software Engineering,system developer,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
Master,HTML,Data Analysis,SQL,CSS,0,3,1,no,Software Engineering,system developer,Cloud Services,Management,Software Quality Assurance (QA) / Testing
Diploma,C++,Node.js,JavaScript,CSS,2,2,6,yes,Computer Architecture,Business process analyst,Service Based,Management,Software Quality Assurance (QA) / Testing
PhD,Networks,Node.js,Java,Cybersecurity,3,7,3,no,parallel computing,developer,Web Services,Management,Software Quality Assurance (QA) / Testing
Diploma,JavaScript,CSS,Data Analysis,React,0,4,9,yes,Software Engineering,cloud computing,SAaS services,Technical,Software Quality Assurance (QA) / Testing
PhD,Networks,HTML,Node.js,Java,1,1,9,no,Computer Architecture,system developer,Service Based,Technical,Software Quality Assurance (QA) / Testing
Master,Data Analysis,Cybersecurity,Java,Python,1,6,3,no,hacking,developer,Web Services,Management,Software Quality Assurance (QA) / Testing
Diploma,SQL,Machine Learning,CSS,Java,4,1,5,yes,hacking,security,Web Services,Technical,Software Quality Assurance (QA) / Testing
PhD,React,Cybersecurity,CSS,C++,3,9,9,yes,Management,developer,Testing and Maintainance Services,Technical,Software Quality Assurance (QA) / Testing
Bachelor,SQL,Java,Machine Learning,Networks,4,9,8,no,parallel computing,security,Service Based,Technical,Software Quality Assurance (QA) / Testing
Diploma,C++,JavaScript,HTML,Data Analysis,0,3,6,yes,IOT,Business process analyst,Sales and Marketing,Technical,Software Quality Assurance (QA) / Testing
Bachelor,JavaScript,CSS,Cloud Computing,React,8,1,2,yes,Software Engineering,system developer,Product based,Technical,Software Quality Assurance (QA) / Testing
Master,Python,HTML,CSS,JavaScript,4,8,8,no,programming,Business process analyst,BPA,Technical,Software Quality Assurance (QA) / Testing
PhD,SQL,C++,Machine Learning,React,0,7,1,no,IOT,cloud computing,Product based,Management,Software Quality Assurance (QA) / Testing
Master,C++,CSS,Java,Python,4,3,4,no,programming,developer,Finance,Management,Software Quality Assurance (QA) / Testing
Master,Java,Machine Learning,Cybersecurity,Cloud Computing,6,6,4,yes,Software Engineering,testing,Cloud Services,Management,Software Quality Assurance (QA) / Testing
Diploma,Java,Cloud Computing,Cybersecurity,SQL,2,4,3,yes,cloud computing,Business process analyst,Testing and Maintainance Services,Management,Software Quality Assurance (QA) / Testing
Bachelor,HTML,CSS,JavaScript,C++,8,8,2,no,programming,system developer,Finance,Technical,Software Quality Assurance (QA) / Testing
PhD,C++,JavaScript,Data Analysis,Machine Learning,8,2,6,yes,networks,developer,Service Based,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Python,Cloud Computing,C++,Data Analysis,10+,6,8,no,Software Engineering,Business process analyst,Product based,Technical,Software Quality Assurance (QA) / Testing
Diploma,Java,HTML,Cybersecurity,Python,9,3,1,yes,Software Engineering,security,BPA,Management,Software Quality Assurance (QA) / Testing
Diploma,Networks,C++,Python,CSS,7,8,5,yes,networks,testing,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
Bachelor,C++,Python,Java,JavaScript,4,5,3,no,programming,Business process analyst,Web Services,Management,Software Quality Assurance (QA) / Testing
Bachelor,Cloud Computing,Python,SQL,Networks,0,6,6,no,data engineering,system developer,Service Based,Technical,Software Quality Assurance (QA) / Testing
PhD,Data Analysis,Machine Learning,React,Networks,10+,3,2,no,parallel computing,testing,Web Services,Management,Software Quality Assurance (QA) / Testing
Diploma,C++,Machine Learning,Networks,HTML,0,6,8,no,hacking,security,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
Master,CSS,C++,HTML,Java,6,3,3,no,programming,system developer,Service Based,Management,Software Quality Assurance (QA) / Testing
Master,JavaScript,Python,HTML,C++,9,7,7,no,programming,testing,Testing and Maintainance Services,Management,Software Quality Assurance (QA) / Testing
Master,JavaScript,CSS,SQL,Java,3,4,7,no,IOT,testing,BPA,Management,Software Quality Assurance (QA) / Testing
Bachelor,SQL,Machine Learning,C++,Node.js,10,1,8,no,networks,system developer,Web Services,Management,Software Quality Assurance (QA) / Testing
Bachelor,Cybersecurity,SQL,Data Analysis,C++,3,4,6,no,hacking,cloud computing,Sales and Marketing,Management,Software Quality Assurance (QA) / Testing
Master,Machine Learning,HTML,Networks,Python,4,4,3,yes,cloud computing,cloud computing,Service Based,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Cybersecurity,C++,HTML,Python,10+,4,1,no,IOT,system developer,Service Based,Technical,Software Quality Assurance (QA) / Testing
Master,Java,HTML,Node.js,Python,2,2,1,yes,networks,cloud computing,Service Based,Technical,Software Quality Assurance (QA) / Testing
PhD,Networks,Node.js,Machine Learning,Cloud Computing,4,9,5,yes,Computer Architecture,cloud computing,Testing and Maintainance Services,Technical,Software Quality Assurance (QA) / Testing
Bachelor,SQL,Node.js,Networks,JavaScript,5,6,2,no,parallel computing,Business process analyst,product development,Management,Software Quality Assurance (QA) / Testing
Master,C++,SQL,Cybersecurity,Java,6,4,3,no,networks,testing,Testing and Maintainance Services,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Python,CSS,Java,HTML,0,8,4,yes,programming,system developer,Sales and Marketing,Technical,Software Quality Assurance (QA) / Testing
Diploma,React,Machine Learning,Networks,Node.js,3,2,4,no,cloud computing,testing,Cloud Services,Management,Software Quality Assurance (QA) / Testing
Master,Data Analysis,C++,Python,React,2,9,9,no,IOT,cloud computing,product development,Management,Software Quality Assurance (QA) / Testing
PhD,HTML,Cloud Computing,JavaScript,Data Analysis,5,2,7,no,Computer Architecture,Business process analyst,Sales and Marketing,Technical,Software Quality Assurance (QA) / Testing
Master,React,JavaScript,Node.js,C++,2,7,5,no,cloud computing,cloud computing,BPA,Technical,Software Quality Assurance (QA) / Testing
Diploma,SQL,Machine Learning,HTML,Node.js,0,6,6,yes,Computer Architecture,cloud computing,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
PhD,Cloud Computing,Networks,Cybersecurity,Java,3,9,8,no,IOT,system developer,BPA,Management,Software Quality Assurance (QA) / Testing
Master,Cybersecurity,Networks,Data Analysis,JavaScript,10,3,4,yes,parallel computing,developer,Cloud Services,Management,Software Quality Assurance (QA) / Testing
Bachelor,React,Cloud Computing,Cybersecurity,Networks,3,9,4,no,cloud computing,Business process analyst,BPA,Technical,Software Quality Assurance (QA) / Testing
Bachelor,SQL,Cybersecurity,Java,Networks,6,8,7,yes,IOT,cloud computing,Sales and Marketing,Technical,Software Quality Assurance (QA) / Testing
PhD,Cybersecurity,Python,Cloud Computing,CSS,1,6,1,yes,Computer Architecture,testing,Service Based,Technical,Software Quality Assurance (QA) / Testing
PhD,React,Node.js,Java,C++,6,4,3,yes,Computer Architecture,developer,SAaS services,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Machine Learning,Python,C++,Java,6,4,5,no,hacking,security,Finance,Management,Software Quality Assurance (QA) / Testing
PhD,React,Python,SQL,Networks,8,8,8,no,Software Engineering,testing,BPA,Management,Software Quality Assurance (QA) / Testing
PhD,Java,Networks,Cloud Computing,SQL,1,2,5,yes,cloud computing,system developer,Product based,Technical,Software Quality Assurance (QA) / Testing
Diploma,Python,JavaScript,React,Cybersecurity,10+,1,7,no,cloud computing,cloud computing,Web Services,Management,Software Quality Assurance (QA) / Testing
PhD,C++,Java,JavaScript,CSS,2,7,7,no,networks,developer,Service Based,Management,Software Quality Assurance (QA) / Testing
PhD,Machine Learning,React,HTML,Node.js,10+,8,4,yes,IOT,testing,product development,Technical,Software Quality Assurance (QA) / Testing
Bachelor,HTML,Python,C++,CSS,2,4,2,no,programming,system developer,Testing and Maintainance Services,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Data Analysis,Machine Learning,Node.js,Java,6,8,5,yes,Management,system developer,Product based,Management,Software Quality Assurance (QA) / Testing
Diploma,Data Analysis,C++,CSS,HTML,1,8,6,yes,Software Engineering,cloud computing,Testing and Maintainance Services,Technical,Software Quality Assurance (QA) / Testing
Master,Python,Java,CSS,HTML,7,4,3,no,programming,cloud computing,Testing and Maintainance Services,Technical,Software Quality Assurance (QA) / Testing
Master,Python,C++,SQL,CSS,2,3,6,yes,parallel computing,developer,Finance,Management,Software Quality Assurance (QA) / Testing
Master,CSS,Machine Learning,HTML,React,4,9,7,no,Computer Architecture,developer,Finance,Management,Software Quality Assurance (QA) / Testing
Diploma,Java,Cybersecurity,HTML,Machine Learning,5,8,3,yes,networks,developer,Testing and Maintainance Services,Technical,Software Quality Assurance (QA) / Testing
Diploma,Data Analysis,HTML,Cybersecurity,Node.js,7,4,6,yes,Software Engineering,testing,SAaS services,Management,Software Quality Assurance (QA) / Testing
PhD,Machine Learning,Data Analysis,Cybersecurity,Cloud Computing,8,2,3,no,networks,Business process analyst,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
PhD,CSS,Cloud Computing,Node.js,C++,2,9,1,yes,hacking,cloud computing,Service Based,Management,Software Quality Assurance (QA) / Testing
Master,HTML,Networks,Python,Machine Learning,0,1,1,yes,networks,security,Service Based,Management,Software Quality Assurance (QA) / Testing
Diploma,Data Analysis,HTML,SQL,Networks,3,5,5,no,IOT,Business process analyst,Product based,Technical,Software Quality Assurance (QA) / Testing
Master,JavaScript,Machine Learning,Cybersecurity,Cloud Computing,4,9,3,yes,hacking,cloud computing,SAaS services,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Networks,Cybersecurity,Machine Learning,C++,9,9,7,no,Software Engineering,system developer,SAaS services,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Cloud Computing,CSS,Python,Node.js,2,9,5,yes,Management,system developer,Service Based,Management,Software Quality Assurance (QA) / Testing
Bachelor,Data Analysis,Cloud Computing,JavaScript,Python,10,8,8,yes,Software Engineering,Business process analyst,Web Services,Technical,Software Quality Assurance (QA) / Testing
Bachelor,Cloud Computing,JavaScript,React,Java,3,9,6,yes,IOT,cloud computing,Sales and Marketing,Technical,Software Quality Assurance (QA) / Testing
Master,Python,HTML,CSS,Networks,5,2,6,no,data engineering,system developer,Web Services,Technical,Software Quality Assurance (QA) / Testing
PhD,React,Cybersecurity,Node.js,Data Analysis,7,7,1,yes,IOT,testing,Testing and Maintainance Services,Technical,Software Quality Assurance (QA) / Testing
Diploma,SQL,Python,Machine Learning,CSS,0,6,5,no,Management,security,BPA,Management,Software Quality Assurance (QA) / Testing
Master,Cybersecurity,JavaScript,Machine Learning,Node.js,4,4,7,yes,data engineering,security,SAaS services,Technical,Software Quality Assurance (QA) / Testing
PhD,Data Analysis,Java,Python,Networks,4,6,5,no,cloud computing,system developer,Sales and Marketing,Management,Software Quality Assurance (QA) / Testing
Diploma,Node.js,JavaScript,HTML,Machine Learning,6,8,6,yes,cloud computing,cloud computing,Cloud Services,Technical,Software Quality Assurance (QA) / Testing
